city,time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode,month,year,day,temperature_category,precipitation_category,wind_category,lat,lng
Arfoud,2026-09-17,35.3,23.2,0.0,25,12.0,20.2,3,9,2026,17,Très chaude,Aucune,Faible,31.4361,-4.2328
Arfoud,2026-09-18,35.2,24.6,0.0,24,15.0,27.0,3,9,2026,18,Très chaude,Aucune,Faible,31.4361,-4.2328
Arfoud,2026-09-19,33.2,23.6,0.0,18,14.8,23.4,3,9,2026,19,Chaude,Aucune,Faible,31.4361,-4.2328
Arfoud,2026-09-20,34.4,20.6,0.0,3,8.4,16.2,2,9,2026,20,Chaude,Aucune,Faible,31.4361,-4.2328
Tahla,2026-09-14,36.5,21.7,0.0,0,12.7,24.5,3,9,2026,14,Très chaude,Aucune,Faible,34.05,-4.42
Tahla,2026-09-15,35.3,21.3,0.0,0,17.1,31.7,3,9,2026,15,Très chaude,Aucune,Faible,34.05,-4.42
Tahla,2026-09-16,30.5,18.9,0.0,0,17.3,33.5,1,9,2026,16,Chaude,Aucune,Faible,34.05,-4.42
Tahla,2026-09-17,27.5,16.8,0.0,13,14.8,28.4,3,9,2026,17,Modérée,Aucune,Faible,34.05,-4.42
Tahla,2026-09-18,30.9,16.2,0.0,23,21.2,40.0,3,9,2026,18,Chaude,Aucune,Modéré,34.05,-4.42
Tahla,2026-09-19,35.6,21.3,0.0,5,19.5,38.2,3,9,2026,19,Très chaude,Aucune,Faible,34.05,-4.42
Tahla,2026-09-20,36.5,22.5,0.0,5,22.7,41.0,1,9,2026,20,Très chaude,Aucune,Modéré,34.05,-4.42
Missour,2026-09-14,36.4,19.7,0.0,18,23.8,44.6,3,9,2026,14,Très chaude,Aucune,Modéré,33.05,-3.9908
Missour,2026-09-15,35.5,19.7,0.1,18,22.8,42.8,3,9,2026,15,Très chaude,Faible,Modéré,33.05,-3.9908
Missour,2026-09-16,31.3,17.9,0.0,0,14.3,22.7,2,9,2026,16,Chaude,Aucune,Faible,33.05,-3.9908
Missour,2026-09-17,33.2,17.9,0.0,28,33.4,56.9,3,9,2026,17,Chaude,Aucune,Modéré,33.05,-3.9908
Missour,2026-09-18,29.9,15.9,0.0,38,28.6,45.4,3,9,2026,18,Modérée,Aucune,Modéré,33.05,-3.9908
Missour,2026-09-19,33.1,17.6,0.0,21,13.8,25.9,3,9,2026,19,Chaude,Aucune,Faible,33.05,-3.9908
Missour,2026-09-20,34.5,18.8,0.0,5,19.5,29.2,2,9,2026,20,Chaude,Aucune,Faible,33.05,-3.9908
Sidi Lmokhtar,2026-09-14,40.4,24.8,0.0,3,26.4,46.1,3,9,2026,14,Très chaude,Aucune,Modéré,31.57,-9.01
Sidi Lmokhtar,2026-09-15,39.0,24.6,0.0,0,24.5,41.0,3,9,2026,15,Très chaude,Aucune,Modéré,31.57,-9.01
Sidi Lmokhtar,2026-09-16,34.0,21.3,0.0,0,27.3,45.7,0,9,2026,16,Chaude,Aucune,Modéré,31.57,-9.01
Sidi Lmokhtar,2026-09-17,28.5,17.4,0.0,0,20.7,36.0,2,9,2026,17,Modérée,Aucune,Modéré,31.57,-9.01
Sidi Lmokhtar,2026-09-18,31.0,17.1,0.0,8,17.3,29.2,1,9,2026,18,Chaude,Aucune,Faible,31.57,-9.01
Sidi Lmokhtar,2026-09-19,34.6,18.2,2.4,8,14.3,40.0,80,9,2026,19,Chaude,Faible,Faible,31.57,-9.01
Sidi Lmokhtar,2026-09-20,38.0,21.3,0.0,3,21.4,33.8,2,9,2026,20,Très chaude,Aucune,Modéré,31.57,-9.01
Douar Toulal,2026-09-14,37.9,23.4,0.0,3,17.8,39.2,3,9,2026,14,Très chaude,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-15,34.5,21.4,0.0,0,18.1,40.0,3,9,2026,15,Chaude,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-16,30.6,18.9,0.0,0,18.6,41.0,1,9,2026,16,Chaude,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-17,26.6,17.6,0.0,4,14.5,32.8,3,9,2026,17,Modérée,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-18,30.3,15.6,0.0,8,13.7,31.0,2,9,2026,18,Chaude,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-19,35.1,19.0,0.0,5,9.5,32.4,3,9,2026,19,Très chaude,Aucune,Faible,33.8951,-5.6021
Douar Toulal,2026-09-20,37.4,21.8,0.0,5,18.4,34.9,2,9,2026,20,Très chaude,Aucune,Faible,33.8951,-5.6021
Oulad Yaïch,2026-09-14,40.4,24.0,0.0,5,25.2,52.2,3,9,2026,14,Très chaude,Aucune,Modéré,32.4167,-6.3333
Oulad Yaïch,2026-09-15,38.8,24.9,0.0,0,20.2,36.0,3,9,2026,15,Très chaude,Aucune,Modéré,32.4167,-6.3333
Oulad Yaïch,2026-09-16,34.8,20.5,0.0,0,17.2,33.1,0,9,2026,16,Chaude,Aucune,Faible,32.4167,-6.3333
Oulad Yaïch,2026-09-17,32.0,17.8,0.0,2,14.8,26.3,3,9,2026,17,Chaude,Aucune,Faible,32.4167,-6.3333
Oulad Yaïch,2026-09-18,33.8,17.9,0.0,13,5.6,13.7,3,9,2026,18,Chaude,Aucune,Faible,32.4167,-6.3333
Oulad Yaïch,2026-09-19,35.8,21.9,0.6000000000000001,10,14.3,28.4,3,9,2026,19,Très chaude,Faible,Faible,32.4167,-6.3333
Oulad Yaïch,2026-09-20,37.8,26.7,0.0,10,18.0,37.1,2,9,2026,20,Très chaude,Aucune,Faible,32.4167,-6.3333
Zawyat ech Cheïkh,2026-09-14,38.1,19.3,0.0,3,16.7,46.1,3,9,2026,14,Très chaude,Aucune,Faible,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-15,36.0,19.6,0.0,0,21.0,37.1,3,9,2026,15,Très chaude,Aucune,Modéré,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-16,32.1,17.3,0.0,0,14.3,25.9,1,9,2026,16,Chaude,Aucune,Faible,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-17,30.2,17.1,0.0,4,13.4,27.7,3,9,2026,17,Chaude,Aucune,Faible,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-18,32.3,14.8,0.0,13,9.5,16.9,2,9,2026,18,Chaude,Aucune,Faible,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-19,34.1,19.5,0.30000000000000004,8,10.4,21.2,3,9,2026,19,Chaude,Faible,Faible,32.6541,-5.9214
Zawyat ech Cheïkh,2026-09-20,36.7,19.6,0.0,8,14.3,31.7,2,9,2026,20,Très chaude,Aucune,Faible,32.6541,-5.9214
Imi-n-Tanout,2026-09-14,35.2,25.1,0.0,5,25.6,43.2,3,9,2026,14,Très chaude,Aucune,Modéré,31.177,-8.8504
Imi-n-Tanout,2026-09-15,34.3,24.6,0.0,3,24.8,43.2,3,9,2026,15,Chaude,Aucune,Modéré,31.177,-8.8504
Imi-n-Tanout,2026-09-16,30.3,19.9,0.0,0,25.0,43.6,1,9,2026,16,Chaude,Aucune,Modéré,31.177,-8.8504
Imi-n-Tanout,2026-09-17,25.6,16.4,0.0,0,17.4,30.6,45,9,2026,17,Modérée,Aucune,Faible,31.177,-8.8504
Imi-n-Tanout,2026-09-18,26.9,15.6,0.0,8,18.4,32.4,2,9,2026,18,Modérée,Aucune,Faible,31.177,-8.8504
Imi-n-Tanout,2026-09-19,31.5,18.5,2.1,17,11.6,24.5,3,9,2026,19,Chaude,Faible,Faible,31.177,-8.8504
Imi-n-Tanout,2026-09-20,33.3,21.8,0.30000000000000004,18,12.2,25.9,3,9,2026,20,Chaude,Faible,Faible,31.177,-8.8504
Sebt Gzoula,2026-09-14,40.7,27.8,0.0,0,23.0,43.6,3,9,2026,14,Très chaude,Aucune,Modéré,32.1219,-9.0889
Sebt Gzoula,2026-09-15,37.8,24.0,0.0,0,24.8,45.4,2,9,2026,15,Très chaude,Aucune,Modéré,32.1219,-9.0889
Sebt Gzoula,2026-09-16,30.8,20.4,0.0,0,21.6,40.0,2,9,2026,16,Chaude,Aucune,Modéré,32.1219,-9.0889
Sebt Gzoula,2026-09-17,27.3,18.1,0.0,0,17.5,33.1,2,9,2026,17,Modérée,Aucune,Faible,32.1219,-9.0889
Sebt Gzoula,2026-09-18,30.6,18.0,0.0,3,20.4,36.7,2,9,2026,18,Chaude,Aucune,Modéré,32.1219,-9.0889
Sebt Gzoula,2026-09-19,32.1,19.0,0.0,3,17.1,31.7,3,9,2026,19,Chaude,Aucune,Faible,32.1219,-9.0889
Sebt Gzoula,2026-09-20,38.3,22.7,0.0,3,19.6,38.2,1,9,2026,20,Très chaude,Aucune,Faible,32.1219,-9.0889
Tifariti,2026-09-14,35.9,25.6,2.3,39,30.8,47.2,53,9,2026,14,Très chaude,Faible,Modéré,26.158,-10.567
Tifariti,2026-09-15,36.6,24.3,0.6000000000000001,9,18.7,29.5,51,9,2026,15,Très chaude,Faible,Faible,26.158,-10.567
Tifariti,2026-09-16,36.8,21.8,0.0,0,30.0,45.4,0,9,2026,16,Très chaude,Aucune,Modéré,26.158,-10.567
Tifariti,2026-09-17,31.5,17.9,0.0,0,33.5,52.6,0,9,2026,17,Chaude,Aucune,Modéré,26.158,-10.567
Tifariti,2026-09-18,29.1,16.3,0.0,0,30.3,47.9,3,9,2026,18,Modérée,Aucune,Modéré,26.158,-10.567
Tifariti,2026-09-19,33.0,16.1,0.0,0,20.1,34.6,3,9,2026,19,Chaude,Aucune,Modéré,26.158,-10.567
Tifariti,2026-09-20,35.6,21.3,4.4,2,33.8,50.8,53,9,2026,20,Très chaude,Modérée,Modéré,26.158,-10.567
